novel,cohort,node_id,name,type,degree,gold_overlap,answer_overlap,gold_positions,answer_positions,core2,visual_dense
26,old20,n213,"Will, Greenshaw's",clue_object,0,False,False,,,False,False
26,old20,n214,"Kagist's house, in Kagist",location,0,False,False,,,False,False
26,old20,n215,envelope containing the note,clue_object,0,False,False,,,False,False
26,old20,n216,note inside the envelope,clue_object,1,False,False,,,False,False
26,old20,n217,Knox empty house,location,3,False,False,,,False,True
26,old20,n218,Greenshaw body,clue_object,2,False,False,,,False,True
26,old20,n219,old box,clue_object,0,False,False,,,False,False
26,old20,n220,dark backyard,location,2,False,False,,,False,True
26,old20,n221,darker cemetery,location,1,False,False,,,False,False
26,old20,n222,iron door of the underground tomb,clue_object,0,False,False,,,False,False
26,old20,n223,Karsch's house,location,2,False,False,,,False,True
26,old20,n224,Greeneaux,person,0,False,False,,,False,False
26,old20,n225,Crowning,person,0,False,False,,,False,False
26,old20,n226,Detective Richard Queen,person,0,False,False,,,False,False
26,old20,n227,Weigand,person,1,False,False,,,False,False
26,old20,n228,the funeral,event,0,False,False,,,False,False
26,old20,n230,policeman,person,4,False,False,,,True,True
26,old20,n231,Cronin,person,1,False,False,,,False,False
26,old20,n232,grave,location,1,False,False,,,False,False
26,old20,n233,iron door,clue_object,0,False,False,,,False,False
26,old20,n234,Woolf,person,0,False,False,,,False,False
26,old20,n235,Jan Freeland,person,0,False,False,,,False,False
26,old20,n236,Dr. Burrad,person,1,False,False,,,False,False
26,old20,n237,Inspector Queequeg,person,1,False,False,,,False,False
26,old20,n238,Veli,person,1,False,False,,,False,False
26,old20,n239,Liddy,person,1,False,False,,,False,False
26,old20,n240,his father,person,0,False,False,,,False,False
26,old20,n241,Inspector Quinn,person,1,False,False,,,False,False
26,old20,n242,the covered man,person,1,False,False,,,False,False
26,old20,n243,the Karkoff coffin,clue_object,0,False,False,,,False,False
26,old20,n244,the back door,location,1,False,False,,,False,False
26,old20,n245,fifth-fourth street entrance of the cemetery,location,1,False,False,,,False,False
26,old20,n246,the living room,location,0,False,False,,,False,False
26,old20,n247,the covered man's statement,evidence_sentence,0,False,False,,,False,False
26,old20,n248,Jont,person,3,False,False,,,False,False
26,old20,n249,Alan Cheneau,person,0,False,False,,,False,False
26,old20,n250,Mrs. Sleuth,person,0,False,False,,,False,False
26,old20,n251,Narcissus Suyche,person,1,False,False,,,False,False
26,old20,n252,Gilbert Sleuth,person,1,False,False,,,False,False
26,old20,n253,Mrs. Furril,person,0,False,False,,,False,False
26,old20,n254,Dr. Wozz,person,2,False,False,,,False,False
26,old20,n255,Mr. Wu,person,1,False,False,,,False,False
26,old20,n256,Dr. Broude,person,1,False,False,,,False,False
26,old20,n257,another man,person,2,False,False,,,False,False
26,old20,n258,Dr. Duncan Fuchs,person,1,False,False,,,False,False
26,old20,n259,Greenshaw's corpse,clue_object,1,False,False,,,False,False
26,old20,n260,car,clue_object,0,False,False,,,False,False
26,old20,n261,Dapi,person,1,False,False,,,False,False
26,old20,n262,Dumbbell,person,1,False,False,,,False,False
26,old20,n263,Dr. Bealus,person,0,False,False,,,False,False
26,old20,n264,Mr. Casper,person,3,False,False,,,False,True
26,old20,n265,Mr. Suichra,person,0,False,False,,,False,False
26,old20,n266,Miss Boom,person,0,False,False,,,False,False
26,old20,n268,Mr. Shloan,person,0,False,False,,,False,False
26,old20,n269,Miss Bret,person,1,False,False,,,False,False
26,old20,n270,Mr. Kestle,person,0,False,False,,,False,False
26,old20,n271,mysterious man,person,2,False,False,,,False,False
26,old20,n272,letter,clue_object,1,False,False,,,False,False
26,old20,n273,Mrs. Simms,person,2,False,False,,,False,True
26,old20,n274,Mr. Garth,person,1,False,False,,,False,False
26,old20,n275,letter to Dr. Fulthorpe,clue_object,0,False,False,,,False,False
26,old20,n276,Dr. Fulthorpe,person,0,False,False,,,False,False
26,old20,n277,Mr. Weigert,person,0,False,False,,,False,False
26,old20,n278,Dr. Wozniak,person,0,False,False,,,False,False
26,old20,n279,Jane,person,0,False,False,,,False,False
26,old20,n280,Chinni,person,0,False,False,,,False,False
26,old20,n281,Cheneau,person,0,False,False,,,False,False
26,old20,n282,Detective Villy,person,0,False,False,,,False,False
26,old20,n283,Alan,person,0,False,False,,,False,False
26,old20,n284,Jon,person,1,False,False,,,False,False
26,old20,n285,contracts,clue_object,2,False,False,,,True,True
26,old20,n286,Tuesday night,time_anchor,3,False,False,,,True,True
26,old20,n287,Wegsche,person,2,False,False,,,True,True
26,old20,n288,Lily,person,1,False,False,,,False,False
26,old20,n289,White,person,0,False,False,,,False,False
26,old20,n290,Detective Quine,person,0,False,False,,,False,False
26,old20,n291,Mrs. Shloan,person,0,False,False,,,False,False
26,old20,n292,Room 314,location,2,False,False,,,False,True
26,old20,n293,Elevator,location,1,False,False,,,False,False
26,old20,n294,Dr. Woz,person,1,False,False,,,False,False
26,old20,n295,Dr. Voss,person,0,False,False,,,False,False
26,old20,n296,Beyer,person,0,False,False,,,False,False
26,old20,n297,the two gentlemen,clue_object,1,False,False,,,False,False
26,old20,n298,"the tall gentleman, almost a giant",person,1,False,False,,,False,False
26,old20,n299,the Nordic-looking detective,person,0,False,False,,,False,False
26,old20,n300,Hassman,person,1,False,False,,,False,False
26,old20,n301,the woman,person,0,False,False,,,False,False
26,old20,n303,The Battle of the Flag,clue_object,0,False,False,,,False,False
26,old20,n304,Casper Kasper,person,0,False,False,,,False,False
26,old20,n306,Victoria and Albert Museum,location,0,False,False,,,False,False
26,old20,n307,last Friday,time_anchor,0,False,False,,,False,False
26,old20,n308,Eliot,person,2,False,False,,,True,True
26,old20,n309,Natchio Suichu,person,0,False,False,,,False,False
26,old20,n310,Myers Wucu,person,0,False,False,,,False,False
26,old20,n311,Duncan Fulcher,person,0,False,False,,,False,False
26,old20,n312,Henry,person,0,False,False,,,False,False
26,old20,n313,Aida,person,0,False,False,,,False,False
26,old20,n314,Susan Mose,person,0,False,False,,,False,False
26,old20,n315,Robert Petrie,person,0,False,False,,,False,False
26,old20,n316,Mrs. Duke,person,0,False,False,,,False,False
26,old20,n317,Mr. Loban Goldberg,person,0,False,False,,,False,False
26,old20,n318,Mrs. Timothy Walker,person,0,False,False,,,False,False
26,old20,n319,Robert Eden,person,0,False,False,,,False,False
26,old20,n320,Simeon Brucken,person,1,False,False,,,False,False
26,old20,n321,Rony Bohn,person,1,False,False,,,False,False
26,old20,n322,Bag Engle,person,1,False,False,,,False,False
26,old20,n323,Cardwell,person,0,False,False,,,False,False
26,old20,n324,Chicago,location,0,False,False,,,False,False
26,old20,n325,Detective Halsey,person,0,False,False,,,False,False
26,old20,n326,Allan Chaine,person,0,False,False,,,False,False
26,old20,n327,The Quinns,person,0,False,False,,,False,False
26,old20,n328,Simpson prosecutor,person,0,False,False,,,False,False
26,old20,n329,Pepper deputy prosecutor,person,0,False,False,,,False,False
26,old20,n330,The note,clue_object,0,False,False,,,False,False
26,old20,n331,The drawer,location,0,False,False,,,False,False
26,old20,n332,Baiet,person,0,False,False,,,False,False
26,old20,n333,Hotel Exeter,location,0,False,False,,,False,False
26,old20,n334,Chanel,person,0,False,False,,,False,False
26,old20,n335,Hasekamp,person,0,False,False,,,False,False
26,old20,n336,New New Prison,location,0,False,False,,,False,False
26,old20,n337,Mrs. Frieland,person,3,False,False,,,True,True
26,old20,n338,Jimmy,person,1,False,False,,,False,False
26,old20,n340,promissory note,clue_object,2,False,False,,,False,True
26,old20,n341,Child,person,0,False,False,,,False,False
26,old20,n342,Collection,location,3,False,False,,,False,True
26,old20,n343,stove,location,1,False,False,,,False,False
26,old20,n344,will (fragment),clue_object,1,False,False,,,False,False
26,old20,n345,Greenschaw and Sloan are brothers,clue_object,4,False,False,,,True,True
26,old20,n346,Eleanor,person,3,False,False,,,True,True
26,old20,n347,display room,location,1,False,False,,,False,False
26,old20,n348,hallway,location,0,False,False,,,False,False
26,old20,n349,Persian rug,clue_object,0,False,False,,,False,False
26,old20,n351,Théophane Sloan,person,1,False,False,,,False,False
26,old20,n352,Dr. Broudy,person,0,False,False,,,False,False
26,old20,n353,newspaper,clue_object,0,False,False,,,False,False
26,old20,n354,police headquarters,location,0,False,False,,,False,False
26,old20,n355,medical examiner's office,location,0,False,False,,,False,False
26,old20,n356,fog,clue_object,0,False,False,,,False,False
26,old20,n357,"October 19th, Tuesday",time_anchor,0,False,False,,,False,False
26,old20,n358,Dad,person,2,False,False,,,True,True
26,old20,n359,Slocum,person,1,False,False,,,False,False
26,old20,n360,Casgur household,location,3,False,False,,,True,True
26,old20,n361,adjoining room,location,0,False,False,,,False,False
26,old20,n362,hostess,person,0,False,False,,,False,False
26,old20,n363,Allen Chena,person,1,False,False,,,False,False
26,old20,n364,Mr. Chene,person,0,False,False,,,False,False
26,old20,n365,dily,person,0,False,False,,,False,False
26,old20,n366,a taxi,clue_object,0,False,False,,,False,False
26,old20,n367,mansion,location,0,False,False,,,False,False
26,old20,n368,Medici Palace,location,0,False,False,,,False,False
26,old20,n369,Shick,person,2,False,False,,,True,True
26,old20,n370,Diquan,person,1,False,False,,,False,False
26,old20,n371,logic,clue_object,0,False,False,,,False,False
26,old20,n372,Knox's study,location,2,False,False,,,False,True
26,old20,n373,River Avenue,location,1,False,False,,,False,False
26,old20,n374,Miss Bright,person,0,False,False,,,False,False
26,old20,n375,Perp,person,0,False,False,,,False,False
26,old20,n376,Carson,person,0,False,False,,,False,False
26,old20,n377,Ellery's headquarters,location,0,False,False,,,False,False
26,old20,n378,watch case,clue_object,0,False,False,,,False,False
26,old20,n379,the basement entrance,location,1,False,False,,,False,False
26,old20,n380,the empty Knox house next door,location,0,False,False,,,False,False
26,old20,n381,Greenway's watch,clue_object,0,False,False,,,False,False
26,old20,n382,basement,location,0,False,False,,,False,False
26,old20,n383,Mr. Casper's burial,event,0,False,False,,,False,False
26,old20,n384,Mr. Wuthof,person,0,False,False,,,False,False
26,old20,n385,four thousand two hundred dollars,clue_object,0,False,False,,,False,False
26,old20,n386,new-looking suitcase,clue_object,0,False,False,,,False,False
26,old20,n387,National Commercial Bank,location,0,False,False,,,False,False
26,old20,n388,New York State,location,0,False,False,,,False,False
26,old20,n389,Cheneau's house,location,0,False,False,,,False,False
26,old20,n390,detective's office,location,0,False,False,,,False,False
26,old20,n391,The Odel couple,person,0,False,False,,,False,False
26,old20,n392,Detective,person,0,False,False,,,False,False
26,old20,n393,The house of Knox,location,0,False,False,,,False,False
26,old20,n394,Yesterday morning,time_anchor,0,False,False,,,False,False
26,old20,n395,The next morning,time_anchor,0,False,False,,,False,False
26,old20,n396,Wiley,person,4,False,False,,,False,True
26,old20,n397,Hesse,person,1,False,False,,,False,False
26,old20,n398,Flint,person,1,False,False,,,False,False
26,old20,n399,Ritter,person,0,False,False,,,False,False
26,old20,n400,Chigwick,person,0,False,False,,,False,False
26,old20,n401,Pepper (report),person,0,False,False,,,False,False
26,old20,n402,Hesse (report),person,0,False,False,,,False,False
26,old20,n403,Carkus,person,0,False,False,,,False,False
26,old20,n404,Funeral procession,event,0,False,False,,,False,False
26,old20,n405,Will (document),clue_object,1,False,False,,,False,False
26,old20,n406,House (Chigwick's),location,1,False,False,,,False,False
26,old20,n407,Room (Wiley's current location),location,0,False,False,,,False,False
26,old20,n408,Study (Chigwick's),location,0,False,False,,,False,False
26,old20,n409,Bedroom (Chigwick's),location,0,False,False,,,False,False
26,old20,n410,Bathroom (Chigwick's),location,0,False,False,,,False,False
26,old20,n411,Maid's bedroom (Chigwick's),location,0,False,False,,,False,False
26,old20,n412,stranger,person,4,False,False,,,True,True
26,old20,n413,Mrs. Simms' cat,clue_object,3,False,False,,,True,True
26,old20,n414,Rabbit,clue_object,0,False,False,,,False,False
26,old20,n415,carpet,clue_object,1,False,False,,,False,False
26,old20,n416,Baiter,person,0,False,False,,,False,False
26,old20,n417,Crowd,location,0,False,False,,,False,False
26,old20,n418,Gilbert Slough,person,0,False,False,,,False,False
26,old20,n419,Willy patrolman,person,0,False,False,,,False,False
26,old20,n421,Caspar Goodwood,person,0,False,False,,,False,False
26,old20,n422,Miss Brett,person,0,False,False,,,False,False
26,old20,n423,Thursday night,time_anchor,0,False,False,,,False,False
26,old20,n424,Odell,person,1,False,False,,,False,False
26,old20,n425,rusty door,clue_object,1,False,False,,,False,False
26,old20,n426,small pile of ash,clue_object,0,False,False,,,False,False
26,old20,n427,"small piece of thick, white paper",clue_object,1,False,False,,,False,False
26,old20,n428,gold watch,clue_object,1,False,False,,,False,False
26,old20,n429,Yarpo Greenway,person,1,False,False,,,False,False
26,old20,n430,Casper,person,0,False,False,,,False,False
26,old20,n431,Quine,person,1,False,False,,,False,False
26,old20,n432,diary,clue_object,2,True,False,1898,,True,True
26,old20,n433,affair,clue_object,1,True,False,1898,,False,False
26,old20,n434,Cagney,person,1,False,False,,,False,False
26,old20,n435,Packman,person,1,False,False,,,False,False
26,old20,n436,Knox (1205),clue_object,2,False,False,,,False,True
26,old20,n437,"Canvas (2594, 2768)",clue_object,0,False,False,,,False,False
26,old20,n438,Remington standard model typewriter,clue_object,0,False,False,,,False,False
26,old20,n439,London Police Department Confidential Inspector Blom,person,0,False,False,,,False,False
26,old20,n441,telegraph office,location,2,False,False,,,True,True
26,old20,n442,document,clue_object,1,False,False,,,False,False
26,old20,n443,Schultz,person,1,False,False,,,False,False
26,old20,n444,maids,clue_object,0,False,False,,,False,False
26,old20,n445,domains,clue_object,0,False,False,,,False,False
26,old20,n446,employees,clue_object,0,False,False,,,False,False
26,old20,n447,radiator,clue_object,1,False,False,,,False,False
26,old20,n448,pipes,clue_object,1,False,False,,,False,False
27,old20,n1,Aroo,location,1,False,False,,,False,False
27,old20,n2,New Kensington,location,0,False,False,,,False,False
27,old20,n3,Pietown,location,0,False,False,,,False,False
27,old20,n4,crossroads,location,0,False,False,,,False,False
27,old20,n5,sign,clue_object,1,False,False,,,False,False
27,old20,n6,victim,person,6,False,False,,,False,False
27,old20,n7,District Attorney Crummett,person,2,False,False,,,True,True
27,old20,n8,Ellery,person,59,False,False,,,True,True
27,old20,n9,Inspector Queen,person,0,False,False,,,False,False
27,old20,n10,Sheriff,person,2,False,False,,,True,True
27,old20,n11,Coroner,person,0,False,False,,,False,False
27,old20,n12,Marshal,person,6,False,False,,,True,False
27,old20,n13,Professor,person,7,False,False,,,True,True
27,old20,n14,New York,location,1,False,False,,,False,False
27,old20,n15,District Attorney's reception room,location,1,False,False,,,False,False
27,old20,n16,Veranda's stairs,location,0,False,False,,,False,False
27,old20,n17,Gravel path,location,0,False,False,,,False,False
27,old20,n18,Main house,location,1,False,False,,,False,False
27,old20,n19,Bay,location,3,False,False,,,True,True
27,old20,n20,Dusenberg's private driveway,location,0,False,False,,,False,False
27,old20,n21,Dr. Temple,person,14,False,False,,,True,True
27,old20,n22,Chatham Bay,location,1,False,False,,,False,False
27,old20,n23,Bradwood,location,3,False,False,,,True,True
27,old20,n24,Gazebo and totem pole,clue_object,0,False,False,,,False,False
27,old20,n25,High wire fence enclosing the tennis court,clue_object,0,False,False,,,False,False
27,old20,n26,Central walkway leading to Bradwood's wharf,clue_object,0,False,False,,,False,False
27,old20,n27,Fox cottage,location,0,False,False,,,False,False
27,old20,n28,Westward road that separated Bradwood from the Lein residence,clue_object,0,False,False,,,False,False
27,old20,n29,"Dark, looming house",location,0,False,False,,,False,False
27,old20,n30,Breda's body,clue_object,1,False,False,,,False,False
27,old20,n31,the morning after the discovery of the mutilated body of Breda,time_anchor,0,False,False,,,False,False
27,old20,n32,Escham,person,6,False,False,,,True,True
27,old20,n33,Vane,person,1,False,False,,,False,False
27,old20,n34,Megala,person,4,False,False,,,True,True
27,old20,n35,Professor Yadle,person,1,False,False,,,False,False
27,old20,n36,Captain Swift,person,3,False,False,,,True,True
27,old20,n37,Breda's mother and daughter,person,0,False,False,,,False,False
